playerID,b_G,b_AB,b_R,b_H,b_2B,b_3B,b_HR,b_RBI,b_SB,b_CS,b_BB,b_SO,b_GIDP
jimenke01,49,5,0,0,0,0,0,0.0,0.0,0.0,1,3.0,0.0
jimenlu01,7,17,0,1,0,0,0,0.0,0.0,0.0,1,4.0,0.0
jimenlu02,68,157,19,34,8,0,0,7.0,0.0,2.0,3,47.0,3.0
jimenma01,429,1003,90,273,43,4,26,144.0,0.0,2.0,75,97.0,40.0
jimenmi01,13,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
jimenub01,330,291,12,34,0,0,0,11.0,0.0,0.0,17,102.0,4.0
jimerch01,31,9,8,4,0,0,2,2.0,4.0,0.0,0,3.0,1.0
joaquwa01,19,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
jodiebr01,8,4,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0.0
joeco01,8,15,1,1,0,0,0,0.0,0.0,0.0,1,5.0,1.0
johjike01,462,1609,166,431,84,1,48,198.0,7.0,5.0,66,148.0,53.0
johnsab01,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
johnsab02,74,252,26,60,8,2,0,37.0,2.0,0.0,17,18.0,0.0
johnsad01,9,2,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0
johnsal01,1322,4623,550,1331,180,33,78,525.0,113.0,63.0,244,626.0,143.0
johnsal02,1,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0
johnsar01,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
johnsar02,50,57,4,8,1,0,0,0.0,0.0,0.0,0,18.0,1.0
johnsau01,36,28,3,4,0,0,0,3.0,0.0,0.0,2,3.0,0.0
johnsba01,185,93,7,20,3,0,0,11.0,1.0,0.0,3,19.0,1.0
johnsbe01,21,6,0,0,0,0,0,1.0,0.0,0.0,0,3.0,0.0
johnsbe02,98,222,31,51,14,3,7,26.0,3.0,2.0,27,70.0,7.0
johnsbi01,169,636,121,168,15,17,2,90.0,45.0,0.0,98,61.0,0.0
johnsbi02,52,124,8,23,3,2,1,9.0,4.0,0.0,8,18.0,0.0
johnsbi03,964,3253,419,882,141,33,61,487.0,13.0,11.0,347,290.0,125.0
johnsbi04,14,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
johnsbo01,1863,6920,1239,2051,396,95,288,1283.0,96.0,64.0,1075,851.0,102.0
johnsbo02,874,2307,254,628,88,11,44,230.0,24.0,12.0,156,291.0,76.0
johnsbo03,183,157,8,15,2,0,0,8.0,0.0,0.0,16,93.0,3.0
johnsbo04,98,249,24,49,8,1,9,27.0,3.0,1.0,20,80.0,11.0
johnsbr01,471,1415,132,351,60,6,49,196.0,1.0,3.0,80,268.0,42.0
johnsbr02,66,7,2,1,0,0,0,0.0,0.0,0.0,0,2.0,0.0
johnsca01,16,67,10,15,1,0,0,7.0,1.0,0.0,0,1.0,0.0
johnsch01,6,16,2,4,0,1,0,2.0,0.0,0.0,1,3.0,0.0
johnsch02,111,224,12,27,3,1,3,15.0,3.0,0.0,16,100.0,0.0
johnsch03,5,6,1,0,0,0,0,1.0,0.0,0.0,0,3.0,0.0
johnsch04,1188,3836,465,940,211,4,167,570.0,6.0,10.0,475,997.0,112.0
johnsch05,839,2811,256,773,154,10,63,339.0,18.0,4.0,144,753.0,89.0
johnscl01,1369,3945,539,1016,188,10,196,699.0,9.0,12.0,568,719.0,86.0
johnsco01,126,237,20,40,4,0,0,17.0,2.0,0.0,10,48.0,7.0
johnsda01,134,320,24,75,6,1,2,28.0,1.0,0.0,26,39.0,7.0
johnsda02,1435,4797,564,1252,242,18,136,609.0,33.0,25.0,559,675.0,126.0
johnsda03,53,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
johnsda04,77,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
johnsda05,63,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
johnsda06,443,1382,179,324,61,2,57,203.0,1.0,1.0,214,244.0,35.0
johnsda07,5,12,0,1,0,0,0,0.0,0.0,0.0,1,5.0,0.0
johnsde01,1765,5941,706,1447,247,33,245,923.0,11.0,18.0,585,1318.0,164.0
johnsdi01,746,2992,453,751,109,68,33,386.0,151.0,0.0,133,283.0,0.0
johnsdj01,35,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
johnsdo01,1055,3774,478,992,154,68,14,381.0,139.0,48.0,264,295.0,0.0
johnsdo02,511,1935,219,528,89,6,8,175.0,26.0,0.0,112,171.0,34.0
johnsdo03,198,155,1,9,1,0,0,7.0,0.0,0.0,5,47.0,2.0
johnsdo04,116,3,2,2,0,0,0,0.0,0.0,0.0,0,1.0,0.0
johnsea01,181,171,15,32,3,0,0,13.0,0.0,0.0,9,53.0,8.0
johnsed01,4,13,1,3,0,0,0,2.0,0.0,0.0,3,2.0,0.0
johnsel01,11,12,0,2,1,0,0,0.0,0.0,0.0,1,3.0,0.0
johnsel02,318,749,80,161,26,7,12,69.0,46.0,16.0,54,218.0,10.0
johnser01,813,2619,372,697,91,36,19,256.0,114.0,41.0,181,153.0,0.0
johnser02,273,100,7,18,2,0,1,14.0,0.0,0.0,5,17.0,3.0
johnser03,9,18,1,4,2,0,0,0.0,0.0,0.0,0,5.0,0.0
johnser04,22,7,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0.0
johnsfo01,8,5,1,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0
johnsfr01,27,39,2,6,0,0,0,3.0,0.0,0.0,0,9.0,0.0
johnsfr02,4,4,1,1,0,0,0,0.0,0.0,0.0,0,1.0,0.0
johnsfr03,196,436,47,92,4,2,4,43.0,2.0,2.0,37,60.0,18.0
johnsga01,5,8,1,3,1,0,0,0.0,0.0,1.0,1,1.0,0.0
johnsgr01,63,117,10,22,5,0,1,8.0,0.0,0.0,6,26.0,4.0
johnsha01,259,376,48,81,16,5,2,32.0,0.0,0.0,20,49.0,0.0
johnsho01,1531,4940,760,1229,247,22,228,760.0,231.0,77.0,692,1053.0,61.0
johnsja01,1748,4703,578,1254,215,38,102,531.0,50.0,54.0,429,632.0,80.0
johnsja02,255,32,2,3,0,0,1,1.0,0.0,0.0,2,20.0,1.0
johnsje01,365,122,4,15,4,0,0,4.0,0.0,0.0,5,42.0,3.0
johnsje02,38,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
johnsji01,1377,5070,754,1493,185,75,22,410.0,169.0,83.0,391,246.0,0.0
johnsji02,102,174,9,32,6,1,2,11.0,0.0,0.0,15,39.0,0.0
johnsji03,3,2,0,0,0,0,0,0.0,0.0,0.0,1,1.0,0.0
johnsji04,674,2,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0.0
johnsjo01,4,16,4,3,0,0,0,3.0,0.0,0.0,1,3.0,0.0
johnsjo02,111,380,37,85,14,4,2,27.0,11.0,0.0,42,51.0,0.0
johnsjo03,51,20,2,7,3,0,0,2.0,0.0,0.0,3,7.0,0.0
johnsjo04,215,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
johnsjo05,62,49,2,4,1,0,0,3.0,0.0,0.0,4,20.0,0.0
johnsjo06,59,6,1,2,1,0,0,0.0,0.0,0.0,0,2.0,0.0
johnsjo07,234,6,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0.0
johnsjo08,42,4,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0.0
johnsjo09,171,272,14,34,5,0,3,25.0,0.0,0.0,14,146.0,2.0
johnske01,111,89,17,19,3,0,0,8.0,1.0,0.0,2,23.0,0.0
johnske02,335,534,24,61,9,1,2,23.0,0.0,0.0,12,250.0,6.0
johnske03,2,0,0,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0
johnske04,6,4,2,2,0,0,0,0.0,0.0,0.0,2,0.0,0.0
johnske05,1399,4543,632,1140,230,40,155,550.0,87.0,36.0,516,1145.0,70.0
johnskr01,7,3,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0.0
johnsla01,12,26,1,5,2,0,0,1.0,0.0,0.0,2,8.0,0.0
johnsla02,792,2631,294,755,122,12,64,381.0,22.0,19.0,211,307.0,102.0
johnsla03,1447,5379,767,1565,175,117,34,486.0,327.0,105.0,352,384.0,103.0
johnsll01,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
johnslo01,677,2049,244,529,97,14,48,232.0,50.0,24.0,110,320.0,47.0
johnsma01,428,988,142,229,50,2,38,137.0,12.0,9.0,154,272.0,10.0
johnsma02,332,934,115,204,37,4,16,83.0,8.0,4.0,124,197.0,14.0
johnsma03,9,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
johnsmi01,18,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
johnsmi02,81,43,3,7,0,0,0,5.0,0.0,0.0,1,16.0,1.0
johnsmi03,25,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
johnsmi04,61,116,13,26,4,0,0,4.0,4.0,2.0,9,35.0,0.0
johnsni01,832,2698,430,723,173,5,95,398.0,29.0,24.0,522,572.0,78.0
johnsol01,4,5,2,1,0,0,0,1.0,0.0,0.0,0,3.0,0.0
johnsot01,71,209,21,49,9,6,3,36.0,12.0,0.0,39,0.0,0.0
johnspa01,66,199,23,55,6,2,1,15.0,1.0,3.0,13,25.0,0.0
johnspe01,74,189,12,37,3,2,0,22.0,2.0,7.0,12,17.0,0.0
johnspi01,62,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
johnsra01,72,144,7,18,2,0,0,10.0,1.0,0.0,5,32.0,0.0
johnsra02,7,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0
johnsra03,101,254,26,62,10,0,10,36.0,0.0,0.0,32,50.0,3.0
johnsra04,204,484,55,129,21,0,6,53.0,5.0,11.0,47,52.0,7.0
johnsra05,619,625,20,78,14,0,1,40.0,0.0,0.0,19,296.0,10.0
johnsre01,14,7,1,0,0,0,0,0.0,0.0,0.0,3,0.0,0.0
johnsre02,1320,3630,518,1014,215,23,65,408.0,41.0,29.0,181,728.0,78.0
johnsro01,10,15,1,1,0,0,0,0.0,0.0,0.0,0,9.0,0.0
johnsro02,1155,4359,717,1292,275,83,58,556.0,135.0,80.0,489,380.0,6.0
johnsro03,22,46,4,12,2,0,0,2.0,0.0,0.0,7,6.0,0.0
johnsro04,36,70,4,12,4,0,1,4.0,1.0,0.0,8,19.0,0.0
johnsro05,11,31,1,8,0,1,0,2.0,0.0,0.0,0,3.0,0.0
johnsro06,8,3,3,1,0,0,0,0.0,0.0,0.0,0,2.0,0.0
johnsro07,265,736,62,147,38,4,8,64.0,6.0,2.0,72,186.0,24.0
johnsru01,364,836,117,221,46,2,14,97.0,16.0,10.0,105,173.0,17.0
johnssh01,10,10,0,0,0,0,0,0.0,0.0,0.0,0,4.0,0.0
johnssi01,492,709,29,87,4,1,0,20.0,0.0,0.0,20,213.0,7.0
johnssp01,331,1324,246,400,45,31,4,238.0,93.0,0.0,109,70.0,0.0
johnsst01,8,9,2,1,0,0,1,1.0,0.0,1.0,2,2.0,1.0
johnsst02,43,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
johnssy01,542,702,51,127,18,5,4,53.0,1.0,0.0,23,214.0,11.0
johnsti01,516,1269,116,283,27,13,0,84.0,18.0,9.0,88,231.0,23.0
johnsto01,1,4,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0
johnsto02,129,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
johnsto03,72,99,17,23,2,1,3,14.0,3.0,13.0,11,26.0,1.0
johnsty01,116,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0
johnsvi01,42,42,2,5,1,0,0,3.0,0.0,0.0,0,6.0,0.0
johnswa01,933,2324,241,547,94,41,24,255.0,13.0,4.0,110,339.0,0.0
johnswa02,8,4,1,0,0,0,0,0.0,0.0,0.0,3,0.0,0.0
johnswa03,428,569,52,145,17,6,5,59.0,19.0,7.0,52,58.0,8.0
johnsyo01,6,14,0,1,0,0,0,0.0,0.0,0.0,0,1.0,0.0
johnto01,761,900,43,141,13,0,5,54.0,0.0,0.0,33,211.0,20.0
joinero01,52,22,1,5,0,0,0,1.0,0.0,0.0,1,6.0,0.0
jokiser01,4,3,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0
jokst01,12,19,4,3,0,0,1,4.0,0.0,0.0,2,5.0,1.0
jollesm01,473,1710,188,521,111,21,46,313.0,5.0,7.0,89,105.0,0.0
jollyda01,160,48,8,14,2,0,1,7.0,0.0,0.0,3,13.0,1.0
jones01,3,11,0,4,0,0,0,2.0,0.0,0.0,0,0.0,0.0
jones02,4,17,2,5,0,0,0,0.0,0.0,0.0,1,0.0,0.0
jones03,1,4,0,1,0,0,0,0.0,0.0,0.0,0,0.0,0.0
jonesad01,1823,7009,963,1939,336,29,282,945.0,97.0,35.0,340,1395.0,190.0
jonesal01,26,79,9,13,1,0,0,5.0,1.0,0.0,8,33.0,0.0
jonesal02,27,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
jonesan01,2196,7599,1204,1933,383,36,434,1289.0,152.0,59.0,891,1748.0,192.0
jonesar01,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
jonesba01,348,16,0,1,0,0,0,1.0,0.0,0.0,1,5.0,0.0
jonesbi01,4,14,2,2,0,0,0,0.0,0.0,0.0,1,0.0,0.0
jonesbi02,27,53,6,12,2,1,0,5.0,1.0,0.0,15,8.0,0.0
jonesbi03,10,37,0,4,1,0,0,2.0,0.0,0.0,0,3.0,0.0
jonesbo01,853,2990,399,791,120,38,7,316.0,49.0,30.0,208,156.0,0.0
jonesbo02,314,603,65,133,17,0,20,86.0,5.0,4.0,50,117.0,9.0
jonesbo03,245,442,29,59,8,0,1,17.0,0.0,0.0,15,164.0,4.0
jonesbo04,100,81,7,14,2,0,0,8.0,0.0,0.0,4,23.0,1.0
jonesbr01,3,2,1,1,0,0,0,0.0,0.0,0.0,0,0.0,0.0
jonesbr02,51,148,18,38,11,1,1,22.0,1.0,0.0,11,39.0,3.0
jonesbu01,8,18,3,4,1,1,0,0.0,1.0,0.0,3,4.0,0.0
jonesca01,65,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
jonesch01,895,3741,733,1115,172,103,56,553.0,20.0,1.0,237,162.0,0.0
jonesch02,25,90,10,16,1,0,0,0.0,0.0,0.0,5,0.0,0.0
jonesch03,483,1799,217,420,56,28,5,144.0,100.0,0.0,93,251.0,0.0
jonesch04,34,26,0,5,0,0,0,1.0,1.0,0.0,3,7.0,0.0
jonesch05,548,1021,155,257,43,11,30,131.0,26.0,10.0,74,287.0,21.0
jonesch06,2499,8984,1619,2726,549,38,468,1623.0,150.0,46.0,1512,1409.0,253.0
jonescl01,1213,4263,565,1196,183,33,93,524.0,91.0,48.0,360,702.0,108.0
jonescl02,58,137,13,34,7,0,2,16.0,0.0,0.0,16,34.0,2.0
jonesco01,70,201,16,32,4,3,0,8.0,1.0,0.0,16,66.0,0.0
jonesco02,26,65,6,17,5,1,0,4.0,1.0,0.0,1,5.0,0.0
jonesda01,1090,3774,643,1020,98,40,9,288.0,207.0,0.0,478,266.0,0.0
jonesda02,2,3,0,1,1,0,0,0.0,0.0,0.0,0,0.0,0.0
jonesda03,907,2329,268,548,91,19,41,237.0,20.0,13.0,191,309.0,42.0
jonesda04,18,47,6,12,5,1,0,6.0,0.0,0.0,2,7.0,1.0
jonesda05,34,58,7,10,0,2,1,7.0,2.0,2.0,8,12.0,0.0
jonesda06,4,15,1,1,0,0,0,0.0,0.0,0.0,0,0.0,0.0
jonesde01,47,42,2,5,0,0,0,3.0,1.0,0.0,5,20.0,0.0
jonesde02,40,49,7,14,2,1,1,10.0,0.0,0.0,6,8.0,1.0
jonesdi01,7,10,1,2,0,0,0,0.0,0.0,0.0,0,5.0,0.0
jonesdo01,846,7,0,1,0,0,0,0.0,0.0,0.0,1,4.0,0.0
jonesea01,10,10,2,2,1,0,1,3.0,0.0,0.0,0,4.0,0.0
jonesel01,6,8,1,1,0,0,0,0.0,0.0,0.0,0,1.0,0.0
jonesfi01,1788,6747,1180,1920,206,75,21,631.0,359.0,0.0,817,422.0,0.0
jonesfr01,2,8,0,1,0,0,0,0.0,0.0,0.0,0,1.0,0.0
jonesga01,14,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
jonesga02,911,2924,347,734,178,12,122,400.0,28.0,10.0,265,680.0,57.0
jonesgo01,171,67,2,8,1,0,0,4.0,0.0,0.0,2,15.0,0.0
jonesgr01,38,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
jonesha01,17,51,4,11,1,0,2,5.0,0.0,0.0,2,16.0,1.0
joneshe01,34,127,24,28,3,1,0,3.0,0.0,0.0,16,18.0,0.0
joneshe02,5,9,0,2,0,0,0,0.0,1.0,0.0,0,0.0,0.0
jonesho01,3,2,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0
joneshu01,14,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
jonesja01,71,279,37,71,5,1,2,0.0,0.0,0.0,12,0.0,0.0
jonesja02,19,67,6,14,2,0,0,4.0,0.0,0.0,2,11.0,0.0
jonesja03,224,790,80,181,31,5,23,117.0,8.0,4.0,69,130.0,18.0
jonesja04,1302,4594,632,1272,255,19,165,630.0,82.0,45.0,314,949.0,116.0
jonesja05,40,107,11,23,6,0,3,11.0,0.0,1.0,10,21.0,1.0
jonesja06,136,341,47,81,10,5,0,9.0,28.0,2.0,14,80.0,4.0
jonesja07,316,993,129,215,56,10,30,89.0,27.0,10.0,67,347.0,22.0
jonesja08,3,7,2,3,0,0,0,1.0,0.0,0.0,0,2.0,0.0
jonesje01,112,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
jonesje02,16,44,6,10,3,0,0,5.0,2.0,0.0,11,13.0,0.0
jonesji01,90,344,28,79,16,4,0,24.0,9.0,0.0,18,37.0,0.0
jonesji02,159,193,19,32,2,0,2,11.0,0.0,0.0,17,61.0,1.0
jonesjo01,5,7,0,1,0,1,0,0.0,0.0,0.0,0,2.0,0.0
jonesjo02,5,10,0,2,0,0,0,1.0,0.0,0.0,0,4.0,0.0
joneske01,9,5,1,1,0,0,0,0.0,0.0,0.0,0,3.0,0.0
jonesly01,527,947,109,239,34,5,7,91.0,13.0,14.0,73,86.0,29.0
jonesma01,1002,3091,485,778,132,31,133,415.0,65.0,40.0,383,756.0,49.0
jonesma02,1,2,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
jonesmi01,3,9,1,4,0,0,0,2.0,0.0,0.0,2,0.0,0.0
jonesmi02,71,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
jonesmi03,8,13,1,4,1,0,0,0.0,0.0,0.0,0,6.0,0.0
jonesna01,305,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
jonesni01,412,1381,146,369,60,12,25,209.0,4.0,2.0,71,102.0,58.0
jonesod01,201,39,2,6,0,0,0,1.0,0.0,0.0,1,15.0,0.0
jonesos01,114,327,28,69,1,1,0,18.0,4.0,0.0,11,45.0,0.0
jonespe01,252,324,17,63,6,0,0,26.0,1.0,0.0,12,97.0,0.0
jonesra01,319,599,37,79,8,0,0,20.0,1.0,1.0,22,235.0,3.0
jonesre01,12,11,0,1,0,0,0,1.0,0.0,0.0,1,2.0,0.0
jonesri01,37,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
jonesri02,16,33,2,6,2,0,0,4.0,0.0,0.0,6,8.0,0.0
jonesro01,67,145,12,32,5,2,0,11.0,1.0,1.0,8,23.0,5.0
jonesro02,97,239,27,65,10,1,13,40.0,1.0,1.0,22,33.0,6.0
jonesru01,1331,4415,643,1103,215,38,147,579.0,143.0,84.0,534,817.0,87.0
jonesry01,58,158,14,29,5,2,4,8.0,1.0,0.0,10,57.0,3.0
jonessa01,713,1243,151,245,44,5,6,99.0,7.0,4.0,139,346.0,0.0
jonessa02,322,522,16,78,7,0,1,27.0,0.0,0.0,17,167.0,9.0
jonessh01,260,257,12,35,4,3,0,13.0,0.0,0.0,7,71.0,6.0
jonessh02,48,25,1,7,0,0,0,2.0,0.0,0.0,1,7.0,1.0
jonesst01,38,13,1,2,1,0,0,0.0,0.0,0.0,2,3.0,0.0
jonesst02,6,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
jonesta01,7,21,3,4,1,0,1,3.0,0.0,0.0,1,7.0,2.0
joneste01,9,31,4,6,1,0,0,4.0,1.0,0.0,3,0.0,0.0
joneste02,227,530,78,128,21,5,1,34.0,27.0,8.0,36,106.0,7.0
jonesti01,3,2,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0
jonesti02,252,485,45,113,25,1,1,28.0,15.0,10.0,45,81.0,5.0
jonesto01,1058,3847,340,964,122,34,4,336.0,149.0,0.0,193,204.0,0.0
jonesto02,982,19,1,4,1,0,0,0.0,0.0,0.0,1,6.0,1.0
jonestr01,493,1303,173,356,56,6,27,164.0,62.0,19.0,100,140.0,37.0
joneswi01,1691,5826,786,1502,252,33,190,812.0,40.0,17.0,755,541.0,148.0
jonnabu01,103,235,26,54,7,1,0,20.0,0.0,0.0,12,23.0,0.0
jonnacl01,137,90,5,5,1,1,0,4.0,0.0,0.0,5,49.0,0.0
joosted01,1574,5606,874,1339,238,35,134,601.0,61.0,31.0,1043,827.0,83.0
jordabr01,1456,5160,755,1454,267,37,184,821.0,119.0,48.0,353,842.0,118.0
jordabu01,811,2980,396,890,153,35,17,281.0,20.0,0.0,182,109.0,68.0
jordach01,2,2,1,1,0,0,0,0.0,0.0,0.0,0,0.0,0.0
jordadu01,165,519,48,108,21,3,0,40.0,16.0,0.0,32,101.0,0.0
jordaha01,3,10,0,2,0,0,0,1.0,0.0,0.0,1,3.0,0.0
jordaji01,376,1273,102,327,51,4,2,118.0,8.0,0.0,37,76.0,24.0
jordake01,560,1409,138,363,70,5,23,175.0,2.0,3.0,73,181.0,37.0
jordami01,37,125,8,12,1,0,0,6.0,5.0,0.0,15,19.0,0.0
jordami02,8,2,0,1,0,0,0,0.0,0.0,0.0,0,0.0,0.0
jordani01,8,14,1,1,0,0,0,1.0,0.0,0.0,1,5.0,0.0
jordari01,5,5,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0
jordari02,677,2104,261,592,116,10,55,304.0,10.0,6.0,77,303.0,61.0
jordari03,69,2,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0
jordasc01,7,9,0,1,0,0,0,1.0,0.0,0.0,0,3.0,0.0
jordasl01,2,7,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0.0
jordata01,18,28,1,5,0,0,0,0.0,0.0,0.0,0,9.0,0.0
jordati01,540,1813,220,474,74,24,32,232.0,48.0,0.0,254,265.0,0.0
jordato01,39,96,5,23,4,2,1,6.0,1.0,1.0,4,2.0,6.0
jorgear01,307,738,79,176,31,5,4,89.0,3.0,3.0,85,73.0,0.0
jorgefe01,2,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
jorgemi01,1633,3421,429,833,132,13,95,426.0,58.0,44.0,532,589.0,64.0
jorgeor01,144,157,10,23,2,0,0,9.0,0.0,0.0,8,38.0,3.0
jorgepi01,6,14,1,4,0,0,0,1.0,0.0,0.0,1,2.0,0.0
jorgery01,10,20,3,3,0,0,2,6.0,0.0,0.0,0,8.0,0.0
jorgesp01,267,755,97,201,40,11,9,107.0,5.0,0.0,106,75.0,7.0
jorgete01,91,233,21,56,9,0,1,19.0,2.0,2.0,17,37.0,12.0
josefe01,747,2527,322,708,135,14,54,324.0,102.0,57.0,203,507.0,50.0
josepca01,425,1263,133,281,58,4,32,127.0,2.0,2.0,73,320.0,29.0
josepco01,44,88,7,15,5,0,1,10.0,0.0,0.0,5,18.0,2.0
josepdo01,7,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
josepdu01,470,1505,147,388,58,12,23,164.0,4.0,10.0,92,174.0,53.0
josepke01,11,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
josepri01,270,633,69,154,26,1,13,65.0,2.0,3.0,51,141.0,15.0
josepto01,249,810,98,200,42,1,43,116.0,2.0,1.0,55,204.0,32.0
joshuvo01,822,2234,277,610,87,31,30,184.0,55.0,40.0,108,338.0,43.0
jossad01,296,817,46,118,21,6,1,51.0,10.0,0.0,54,297.0,0.0
jourdte01,75,196,19,42,5,3,0,11.0,5.0,2.0,19,21.0,0.0
journji01,12,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
joyce01,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
joycebi01,906,3310,822,971,153,106,70,609.0,266.0,0.0,721,380.0,0.0
joycebo01,44,54,4,6,2,0,1,2.0,0.0,0.0,1,9.0,2.0
joycedi01,5,4,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0.0
joycema01,1357,3663,531,893,205,15,147,496.0,35.0,23.0,547,919.0,74.0
joycemi01,31,7,1,3,0,0,0,0.0,0.0,0.0,0,2.0,0.0
joynewa01,2033,7127,973,2060,409,26,204,1106.0,60.0,39.0,833,825.0,168.0
joypo01,36,130,12,28,0,0,0,0.0,0.0,0.0,2,0.0,0.0
juddmi01,28,9,1,1,0,0,0,0.0,0.0,0.0,1,3.0,0.0
juddos01,206,317,36,83,11,5,3,19.0,0.0,0.0,27,37.0,2.0
juddra01,21,18,1,0,0,0,0,1.0,0.0,0.0,0,3.0,0.0
judefr01,80,308,31,64,6,4,1,31.0,7.0,0.0,16,35.0,0.0
judenje01,147,119,5,13,3,0,1,13.0,0.0,0.0,1,60.0,3.0
judgeaa01,424,1518,313,413,69,4,119,268.0,18.0,11.0,286,575.0,43.0
judgejo01,2171,7898,1184,2352,433,159,71,1034.0,213.0,92.0,965,478.0,3.0
judniwa01,790,2786,424,782,150,29,90,420.0,20.0,24.0,385,298.0,45.0
judsoho01,208,150,7,14,3,0,0,7.0,0.0,0.0,13,61.0,4.0
judyjo01,12,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
judyly01,8,11,2,0,0,0,0,0.0,2.0,0.0,2,2.0,2.0
juelire01,17,46,5,11,0,2,0,4.0,0.0,0.0,2,4.0,4.0
juliojo01,453,2,0,0,0,0,0,0.0,0.0,0.0,2,2.0,0.0
jumonge01,17,41,1,6,0,0,1,2.0,0.0,0.0,1,6.0,0.0
jungeer01,10,3,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
jungeke01,28,10,0,1,0,0,0,0.0,0.0,0.0,0,4.0,0.0
jungmta01,30,45,3,11,2,0,0,0.0,0.0,0.0,1,16.0,0.0
junisja01,89,7,0,0,0,0,0,0.0,0.0,0.0,0,4.0,0.0
juradar01,45,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0
juraked01,193,302,35,80,11,5,1,33.0,1.0,4.0,38,49.0,7.0
jurewmi01,2,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
jurgebi01,1816,6253,721,1613,245,55,43,656.0,36.0,0.0,568,530.0,195.0
jurisal01,104,122,7,14,2,0,0,4.0,0.0,0.0,4,39.0,1.0
jurrjja01,138,223,17,25,3,1,0,7.0,0.0,1.0,18,75.0,4.0
justida01,1610,5625,929,1571,280,24,305,1017.0,53.0,46.0,903,999.0,101.0
justiwa01,2,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
justjo01,25,45,2,7,0,0,0,2.0,0.0,0.0,4,9.0,2.0
jutzesk01,254,656,45,141,14,3,3,51.0,1.0,6.0,34,86.0,24.0
