playerID,f_G,f_GS,f_InnOuts,f_PO,f_A,f_E,f_DP
matsuhi01,692,686.0,17845.0,1326,41,24.0,11
matsuka01,586,565.0,14842.0,1120,1636,59.0,401
matteal01,138,72.0,1953.0,40,261,15.0,3
mattecv01,2,0.0,24.0,0,0,0.0,0
matteed01,29,0.0,0.0,3,22,1.0,1
mattetr01,8,8.0,135.0,2,5,1.0,0
matthbo01,1,0.0,3.0,0,0,0.0,0
matthda01,28,0.0,0.0,4,9,1.0,1
matthga01,1876,1852.0,47252.0,3226,135,112.0,17
matthga02,1158,998.0,27330.0,2431,56,47.0,11
matthjo01,3,0.0,0.0,0,1,0.0,0
matthmi01,230,10.0,731.0,7,31,3.0,2
matthry01,203,0.0,595.0,13,21,4.0,1
matthst01,38,0.0,1002.0,33,101,25.0,5
matthwi01,5,1.0,51.0,1,3,0.0,0
matthwi02,172,0.0,0.0,438,10,20.0,2
mattibo01,197,0.0,0.0,370,658,61.0,111
mattido01,1714,1643.0,44071.0,14270,1121,68.0,1504
mattiea01,8,0.0,0.0,0,5,0.0,1
mattike01,1,0.0,6.0,0,0,0.0,0
mattimi01,128,0.0,3147.0,158,126,38.0,8
mattira01,24,0.0,0.0,39,6,3.0,1
mattiwa01,146,0.0,0.0,275,23,6.0,3
mattocl01,3,0.0,0.0,5,2,1.0,0
mattoji01,29,0.0,0.0,68,19,2.0,2
matulri01,66,58.0,1065.0,36,52,1.0,11
matusbr01,280,69.0,1586.0,12,55,1.0,2
matusle01,220,161.0,4167.0,1110,103,16.0,71
matuzha01,17,0.0,0.0,0,10,2.0,0
matzety01,46,24.0,506.0,11,23,3.0,2
matzst01,112,107.0,1739.0,12,95,5.0,9
mauchge01,240,62.0,1613.0,452,530,46.0,122
mauckha01,23,0.0,429.0,2,32,4.0,0
mauerjo01,1526,1469.0,39086.0,10707,699,49.0,520
maulal01,414,0.0,10050.0,805,397,86.0,43
mauldma01,10,0.0,0.0,12,17,3.0,3
maunedi01,53,0.0,0.0,17,53,3.0,0
mauner01,36,0.0,0.0,2,15,0.0,0
maupiha01,7,0.0,129.0,0,3,1.0,0
maurebr01,289,21.0,1113.0,19,32,2.0,1
maureda01,22,0.0,67.0,3,2,0.0,0
maurero01,7,1.0,63.0,16,4,0.0,2
maurira01,3,2.0,35.0,0,1,0.0,0
mauroca01,114,0.0,0.0,240,9,11.0,0
mauseti01,79,0.0,358.0,8,17,1.0,4
maxcybr01,43,0.0,167.0,7,15,2.0,1
maxiela01,2,0.0,9.0,0,2,0.0,0
maxvida01,1401,1094.0,29685.0,1974,3684,153.0,714
maxwebe01,21,1.0,63.0,9,40,2.0,4
maxwebr01,119,103.0,2758.0,758,52,1.0,9
maxwech01,877,803.0,21050.0,1954,62,25.0,35
maxweja01,89,50.0,1422.0,57,147,9.0,22
maxweju01,352,266.0,7334.0,634,20,11.0,7
mayayu01,16,10.0,177.0,3,9,0.0,1
maybejo01,1478,1421.0,37656.0,13169,827,88.0,1307
maybejo02,479,324.0,9316.0,1058,41,9.0,38
maybica01,1087,979.0,26285.0,2427,30,30.0,9
maybu01,1,0.0,0.0,0,0,0.0,0
mayca01,888,867.0,22685.0,2920,193,45.0,157
mayda01,1021,888.0,24145.0,2177,68,50.0,17
mayda02,161,97.0,1982.0,35,60,5.0,3
mayde01,614,519.0,13542.0,970,31,26.0,5
maydu01,26,14.0,272.0,1,10,1.0,0
mayele01,1048,956.0,24808.0,1797,50,58.0,7
mayered01,189,0.0,4920.0,281,330,84.0,27
mayered02,22,1.0,94.0,2,6,1.0,0
mayerer01,245,0.0,0.0,58,411,16.0,17
mayermi01,102,1.0,332.0,8,10,1.0,0
mayersa01,11,0.0,0.0,14,1,0.0,1
mayerwa01,113,0.0,0.0,413,124,18.0,5
mayespa01,2,0.0,0.0,2,0,0.0,0
mayfija01,48,29.0,841.0,33,69,1.0,7
mayja01,410,0.0,0.0,53,321,9.0,17
mayja02,15,11.0,312.0,24,0,0.0,0
mayje01,525,454.0,12002.0,2649,248,29.0,36
mayle01,1595,1542.0,39893.0,13029,900,90.0,1236
maylu01,10,9.0,243.0,60,3,0.0,0
maymi01,1034,967.0,25615.0,5091,589,82.0,73
maynabu01,175,0.0,0.0,282,84,17.0,9
maynach01,12,0.0,0.0,13,21,5.0,1
maynebr01,1154,1001.0,26820.0,6192,466,45.0,60
mayoed01,786,0.0,0.0,1631,1998,86.0,404
mayoja01,90,0.0,0.0,185,12,4.0,4
maypi01,647,0.0,0.0,738,1397,85.0,115
mayru01,535,360.0,7865.0,87,382,37.0,18
maysal01,165,0.0,3999.0,63,284,50.0,10
maysc01,5,1.0,28.0,1,0,0.0,1
maysca01,490,0.0,0.0,174,1138,44.0,56
maysema01,25,0.0,73.0,1,2,2.0,0
maysjo01,206,156.0,2991.0,80,130,8.0,15
maysoed01,54,30.0,912.0,54,118,7.0,25
mayswi01,2929,2666.0,71009.0,7752,233,156.0,121
maytr01,215,26.0,948.0,10,18,6.0,0
mayzati01,124,0.0,312.0,4,13,2.0,0
mazalu01,51,21.0,667.0,53,80,4.0,19
mazarno01,532,511.0,13524.0,1012,27,11.0,2
mazerbi01,2104,2067.0,55196.0,4976,6694,204.0,1706
mazzach01,18,6.0,139.0,1,6,1.0,0
mazzavi01,140,45.0,1149.0,20,33,3.0,4
mazzeme01,135,0.0,0.0,238,15,5.0,4
mazzile01,1083,959.0,25533.0,3425,131,51.0,151
mazzoco01,22,0.0,76.0,0,3,1.0,0
mcadaja01,6,0.0,0.0,2,2,0.0,0
mcafebi01,84,0.0,0.0,6,44,3.0,4
mcaleja01,82,74.0,1974.0,121,16,14.0,2
mcaleji01,1020,0.0,26883.0,2469,155,155.0,36
mcallbi01,39,0.0,0.0,103,35,14.0,4
mcallsp01,408,0.0,9360.0,1176,409,130.0,65
mcallza01,280,68.0,1775.0,34,30,9.0,2
mcanaer01,112,97.0,1871.0,30,117,18.0,8
mcanaji01,71,63.0,1711.0,115,6,4.0,4
mcandja01,15,8.0,167.0,6,4,2.0,0
mcandji01,161,110.0,2313.0,60,86,7.0,5
mcanupa01,70,48.0,1348.0,136,1,1.0,4
mcartdi01,1,0.0,0.0,0,0,0.0,0
mcatebu01,51,51.0,1383.0,529,7,31.0,20
mcauldi01,1783,1626.0,43317.0,3267,4225,260.0,891
mcaulge01,1,0.0,15.0,1,1,1.0,0
mcaulik01,59,0.0,0.0,116,130,17.0,28
mcavoto01,1,0.0,8.0,0,1,0.0,0
mcavowi01,218,0.0,0.0,726,326,50.0,30
mcbeaal01,410,76.0,3218.0,73,252,24.0,18
mcbeepr01,1,0.0,0.0,0,0,0.0,0
mcbetma01,23,0.0,59.0,1,5,0.0,1
mcbrial01,396,0.0,9966.0,739,46,45.0,13
mcbriba01,963,907.0,23549.0,2163,59,25.0,12
mcbridi01,250,127.0,6363.0,129,318,73.0,12
mcbrige01,1654,657.0,17460.0,3611,5316,489.0,614
mcbrijo01,1,0.0,24.0,1,1,0.0,0
mcbrike01,151,122.0,2423.0,78,185,9.0,19
mcbrima01,132,0.0,310.0,8,13,0.0,1
mcbrima02,56,41.0,1062.0,230,9,2.0,13
mcbripe01,13,0.0,219.0,3,14,6.0,0
mcbrito01,329,0.0,0.0,774,41,11.0,26
mcbrory01,34,30.0,756.0,132,4,1.0,9
mccabbi01,68,0.0,0.0,103,99,19.0,9
mccabdi01,6,0.0,0.0,1,3,0.0,0
mccabjo01,23,12.0,354.0,64,7,1.0,1
mccabra01,1,0.0,0.0,1,0,0.0,0
mccabsw01,12,10.0,297.0,19,2,3.0,1
mccabti01,22,0.0,0.0,1,25,1.0,0
mccaf01,1,0.0,27.0,0,0,1.0,0
mccafha01,45,0.0,1191.0,80,53,18.0,7
mccafsp01,2,0.0,3.0,0,0,0.0,0
mccahbi01,57,0.0,0.0,14,49,2.0,4
mccalbr01,3,2.0,69.0,7,0,0.0,0
mccaldu01,30,0.0,0.0,5,31,3.0,5
mccalla01,9,2.0,91.0,1,5,1.0,2
mccalwi01,134,14.0,709.0,14,29,4.0,4
mccamra01,28,0.0,128.0,4,8,1.0,1
mccanbr01,1641,1549.0,40876.0,12165,738,96.0,91
mccanem01,57,0.0,0.0,86,149,16.0,16
mccange01,9,0.0,192.0,6,21,3.0,0
mccanja01,113,0.0,0.0,219,17,13.0,8
mccanja02,570,539.0,14357.0,4227,229,22.0,39
mccaral01,420,3.0,75.0,760,1089,77.0,151
mccarar01,10,0.0,216.0,3,13,3.0,1
mccarbi01,4,4.0,81.0,11,5,3.0,0
mccarbi02,1,0.0,6.0,0,0,0.0,0
mccarbi03,67,0.0,0.0,72,106,14.0,11
mccarbr01,255,197.0,3671.0,73,143,8.0,14
mccarda01,548,344.0,10059.0,2511,244,36.0,243
mccarfr01,19,16.0,471.0,25,1,9.0,0
mccargr01,76,0.0,188.0,3,13,0.0,1
mccarja01,1070,265.0,27735.0,2178,147,131.0,48
mccarje01,2,0.0,0.0,3,0,2.0,0
mccarjo01,21,0.0,582.0,20,30,14.0,0
mccarjo02,16,11.0,273.0,49,15,1.0,2
mccarjo03,389,0.0,0.0,3805,244,39.0,308
mccarjo04,4,3.0,72.0,3,0,0.0,0
mccarke01,169,0.0,575.0,14,33,2.0,3
mccarle01,438,0.0,0.0,1849,472,58.0,33
mccarro01,3,1.0,29.0,5,1,0.0,0
mccarti01,1511,1393.0,37252.0,8893,625,103.0,128
mccarto01,1296,0.0,33876.0,2190,486,342.0,83
mccarto02,25,20.0,450.0,7,50,2.0,0
mccarto03,40,0.0,254.0,6,16,0.0,2
mccaski01,380,242.0,5187.0,150,266,21.0,20
mccatst01,221,161.0,3565.0,76,131,10.0,13
mccaual01,193,0.0,4989.0,1634,71,52.0,99
mccaubi01,1,0.0,21.0,1,4,2.0,0
mccauji01,41,0.0,933.0,172,57,27.0,3
mccaupa01,36,0.0,798.0,108,36,16.0,3
mccheha01,22,21.0,555.0,27,2,1.0,1
mcclajo01,43,33.0,708.0,16,29,1.0,1
mcclare01,19,2.0,79.0,0,3,2.0,0
mcclasc01,26,15.0,451.0,80,17,1.0,3
mcclebi01,794,0.0,20676.0,1721,2149,542.0,251
mccleha01,320,0.0,0.0,477,823,56.0,110
mccleje01,2,0.0,0.0,2,1,1.0,0
mccleky01,268,17.0,1162.0,33,43,1.0,5
mcclell01,420,282.0,7564.0,1150,73,23.0,63
mcclemi01,35,0.0,146.0,2,11,0.0,0
mcclepa01,17,13.0,236.0,5,8,0.0,2
mccleza01,12,0.0,42.0,0,4,0.0,0
mcclobi01,21,0.0,486.0,70,10,30.0,1
mccloji01,4,0.0,0.0,0,3,0.0,0
mcclojo01,12,4.0,150.0,0,13,1.0,0
mcclubo01,698,73.0,3475.0,33,161,13.0,13
mccluha01,2,0.0,57.0,3,0,1.0,0
mccluha02,3,0.0,0.0,0,0,0.0,0
mcclula01,1,0.0,3.0,0,0,0.0,0
mccluse01,177,51.0,1291.0,19,32,4.0,3
mccolal01,46,0.0,0.0,6,36,3.0,3
mcconam01,395,289.0,7698.0,756,1132,94.0,117
mcconge01,147,12.0,297.0,176,321,22.0,19
mcconra01,7,0.0,0.0,0,7,0.0,1
mcconsa01,5,0.0,0.0,6,10,3.0,0
mcconsa02,10,0.0,28.0,0,1,0.0,0
mccoobi01,292,20.0,1586.0,10,83,5.0,3
mccorba01,992,113.0,25761.0,1570,2840,422.0,309
mccorbi01,2,2.0,45.0,0,1,0.0,0
mccordo01,5,1.0,51.0,10,2,0.0,0
mccorfr01,1453,0.0,0.0,13803,1003,79.0,1221
mccorha01,115,0.0,2844.0,46,186,25.0,0
mccorje01,203,0.0,5241.0,299,404,166.0,28
mccorji01,551,0.0,14127.0,384,938,122.0,33
mccorji02,3,0.0,75.0,4,8,0.0,0
mccormi01,105,104.0,2712.0,139,190,31.0,21
mccormi02,653,0.0,0.0,1430,47,30.0,10
mccormi03,484,333.0,7142.0,102,394,12.0,26
mccormo01,323,290.0,7674.0,456,27,42.0,11
mccosba01,1036,0.0,0.0,2490,48,41.0,12
mccovwi01,2320,2251.0,56445.0,17567,1236,256.0,1407
mccoyar01,2,0.0,42.0,6,2,1.0,0
mccoybe01,323,0.0,0.0,665,982,76.0,198
mccoymi01,140,83.0,2453.0,162,188,7.0,29
mccoypa01,14,0.0,42.0,0,0,0.0,0
mccrale01,38,0.0,0.0,10,36,4.0,1
mccraqu01,711,524.0,14950.0,1173,38,20.0,8
mccraro01,34,0.0,185.0,24,0,0.0,0
mccrato01,1342,939.0,27276.0,7196,532,81.0,554
mccread01,1,0.0,3.0,0,0,0.0,0
mccreed01,3,0.0,0.0,0,1,0.0,0
mccrefr01,1,0.0,0.0,4,0,0.0,0
mccreto01,781,0.0,20238.0,2201,233,171.0,84
mccrewa01,56,0.0,1437.0,68,6,6.0,3
mccrobo01,15,0.0,41.0,1,1,0.0,0
mccuefr01,2,0.0,0.0,0,0,0.0,0
mcculch01,29,0.0,726.0,4,42,6.0,0
mcculcl01,993,49.0,1369.0,3955,481,72.0,67
mcculla01,306,9.0,1579.0,33,67,10.0,4
mcculla02,94,91.0,1526.0,64,56,6.0,7
mcculpa01,3,0.0,0.0,0,0,0.0,0
mcculph01,1,0.0,0.0,0,1,0.0,0
mccurha01,349,0.0,0.0,1018,176,37.0,26
mccurje01,111,0.0,385.0,5,24,0.0,0
mccutan01,1575,1569.0,41257.0,3379,74,40.0,17
mccutda01,109,15.0,573.0,19,22,3.0,2
mcdanli01,987,74.0,6421.0,127,447,22.0,28
mcdante01,14,4.0,171.0,18,0,0.0,0
mcdanvo01,19,14.0,266.0,3,9,0.0,3
mcdavra01,14,9.0,253.0,16,0,0.0,0
mcderjo01,9,9.0,228.0,1,9,6.0,0
mcdermi01,9,0.0,252.0,1,17,1.0,1
mcdermi02,58,0.0,1065.0,15,105,19.0,3
mcdermi03,293,61.0,1644.0,49,247,16.0,15
mcderre01,5,0.0,0.0,7,1,0.0,0
mcdersa01,1,0.0,3.0,0,0,0.0,0
mcderte01,7,5.0,147.0,46,2,0.0,4
mcdevda01,155,60.0,1368.0,29,87,13.0,4
mcdilal01,38,0.0,104.0,0,3,0.0,0
mcdonbe01,211,198.0,3874.0,95,179,11.0,13
mcdonda01,16,13.0,324.0,98,7,3.0,11
mcdonda02,285,189.0,5488.0,452,17,9.0,3
mcdondo01,10,6.0,173.0,5,0,0.0,0
mcdoned01,5,2.0,63.0,12,2,0.0,0
mcdoned02,172,0.0,0.0,212,302,30.0,28
mcdonha01,48,0.0,0.0,11,21,2.0,1
mcdonja01,16,16.0,399.0,18,2,11.0,0
mcdonja02,256,166.0,4957.0,493,18,14.0,5
mcdonja03,131,82.0,1537.0,34,47,4.0,3
mcdonji01,45,0.0,1083.0,56,54,26.0,3
mcdonji02,2,0.0,48.0,2,0,0.0,0
mcdonji03,37,0.0,0.0,126,17,7.0,5
mcdonji04,136,21.0,498.0,39,113,6.0,13
mcdonjo01,1,0.0,18.0,0,2,1.0,0
mcdonjo02,10,10.0,264.0,10,13,5.0,2
mcdonjo03,1032,660.0,19355.0,1081,2138,86.0,502
mcdonke01,6,1.0,45.0,14,2,0.0,0
mcdonte01,278,0.0,0.0,417,295,62.0,32
mcdoo01,1,0.0,27.0,0,4,1.0,0
mcdoude01,21,0.0,375.0,7,27,5.0,0
mcdougi01,1391,828.0,22323.0,2352,3373,149.0,815
mcdouma01,11,3.0,117.0,4,5,0.0,1
mcdousa01,6,5.0,144.0,0,27,0.0,0
mcdowja01,277,275.0,5667.0,139,245,13.0,12
mcdowod01,746,683.0,18086.0,1687,40,22.0,8
mcdowro01,726,2.0,3158.0,118,253,24.0,23
mcdowsa01,427,346.0,7480.0,80,328,33.0,23
mcelrch01,655,7.0,2221.0,33,101,4.0,12
mcelrji01,17,0.0,420.0,13,25,10.0,1
mcelvpr01,140,122.0,3396.0,252,222,28.0,29
mcelwle01,44,0.0,0.0,57,68,14.0,9
mcelyfr01,1,0.0,0.0,2,0,0.0,0
mcenawi01,269,0.0,1049.0,18,54,3.0,4
mcevolo01,34,0.0,0.0,3,12,3.0,0
mcewijo01,746,419.0,12130.0,1066,825,39.0,185
mcfadba01,9,0.0,165.0,4,17,3.0,4
mcfadgu01,4,0.0,90.0,30,0,1.0,3
mcfadle01,41,31.0,840.0,41,61,4.0,3
mcfaral01,14,0.0,339.0,21,6,7.0,1
mcfarch01,4,0.0,99.0,4,0,3.0,0
mcfarch02,106,69.0,2520.0,35,286,17.0,10
mcfarda01,40,0.0,792.0,12,64,8.0,4
mcfared01,849,161.0,21588.0,3189,1036,151.0,73
mcfarhe01,349,0.0,9189.0,738,42,53.0,9
mcfarho01,3,0.0,0.0,2,1,0.0,0
mcfarmo01,6,0.0,117.0,2,12,0.0,0
mcfaror01,92,68.0,1929.0,419,45,7.0,6
mcfartj01,285,3.0,1203.0,23,82,4.0,4
mcfetja01,15,0.0,336.0,2,25,3.0,0
mcgafan01,363,61.0,2500.0,45,78,17.0,6
mcgafpa01,72,0.0,0.0,132,207,21.0,24
mcgahed01,21,0.0,0.0,71,8,2.0,1
mcganam01,19,0.0,450.0,35,39,12.0,1
mcganda01,1430,620.0,37035.0,13803,934,192.0,711
mcgarch01,828,0.0,21372.0,1150,1890,383.0,165
mcgarda01,1,0.0,0.0,1,1,1.0,0
mcgarji01,1,0.0,0.0,1,3,1.0,0
mcgeaja01,613,0.0,15975.0,1061,147,128.0,22
mcgeami01,567,130.0,14937.0,1292,1487,460.0,102
mcgeebi01,197,0.0,0.0,31,147,6.0,7
mcgeeco01,4,0.0,54.0,2,4,0.0,0
mcgeeda01,3,0.0,0.0,4,5,2.0,0
mcgeeda02,7,0.0,0.0,14,25,2.0,3
mcgeefr01,2,0.0,0.0,11,1,0.0,1
mcgeeja01,546,0.0,1427.0,15,38,3.0,1
mcgeepa01,63,16.0,1569.0,113,41,35.0,2
mcgeewi01,1990,1744.0,47835.0,4295,136,108.0,29
mcgehca01,767,688.0,18330.0,1038,1120,69.0,186
mcgehke01,5,0.0,50.0,2,2,0.0,0
mcgehpa01,1,0.0,0.0,0,0,0.0,0
mcghebi01,131,0.0,0.0,844,55,9.0,58
mcgheed01,164,35.0,1148.0,425,8,11.0,1
mcgilbi01,2,2.0,54.0,2,5,1.0,0
mcgiljo01,2,0.0,0.0,0,0,0.0,0
mcgilra01,21,0.0,98.0,3,8,3.0,0
mcgilwi01,167,0.0,3762.0,26,230,30.0,5
mcginda01,210,28.0,1228.0,15,83,12.0,4
mcginfr01,1,0.0,18.0,1,0,0.0,0
mcgingu01,19,0.0,324.0,4,27,1.0,1
mcginji01,4,4.0,90.0,0,1,0.0,1
mcginjo01,475,173.0,10506.0,218,930,101.0,25
mcginju01,201,0.0,4995.0,56,344,66.0,8
mcginru01,17,12.0,294.0,54,4,0.0,3
mcginti01,57,0.0,1452.0,211,46,89.0,4
mcglike01,74,0.0,236.0,4,8,2.0,0
mcgloji01,256,201.0,3903.0,99,243,16.0,25
mcglojo01,80,0.0,2118.0,130,139,61.0,8
mcgloly01,318,201.0,4493.0,98,174,7.0,12
mcglopa01,8,0.0,0.0,3,5,1.0,0
mcglyst01,67,51.0,1428.0,24,146,17.0,6
mcgousc01,6,0.0,20.0,0,1,0.0,0
mcgovar01,15,12.0,342.0,67,11,4.0,1
mcgowbe01,327,0.0,0.0,722,44,24.0,9
mcgowdu01,290,69.0,1951.0,46,85,12.0,9
mcgowke01,8,0.0,26.0,0,0,0.0,0
mcgowky01,21,2.0,104.0,2,1,1.0,0
mcgowmi01,3,0.0,0.0,0,1,0.0,0
mcgrabo01,168,0.0,0.0,21,131,7.0,5
mcgraho01,4,0.0,0.0,0,8,0.0,0
mcgrajo01,1074,2.0,26757.0,1408,2288,413.0,182
mcgrajo02,1,0.0,0.0,0,0,0.0,0
mcgraky01,21,0.0,69.0,0,3,0.0,0
mcgrato01,2,0.0,5.0,0,1,0.0,0
mcgratu01,824,39.0,4545.0,75,219,23.0,16
mcgresc01,356,309.0,6422.0,119,317,9.0,18
mcgresl01,10,0.0,0.0,0,8,1.0,0
mcgrifr01,2239,2223.0,58206.0,18985,1447,167.0,1775
mcgrima01,1,0.0,18.0,0,2,0.0,0
mcgrite01,118,91.0,2535.0,592,56,10.0,4
mcgucjo01,11,0.0,303.0,21,4,1.0,1
mcgui01,1,0.0,18.0,0,2,0.0,0
mcguibi01,23,15.0,433.0,91,9,0.0,0
mcguich01,10,9.0,246.0,77,6,0.0,5
mcguide01,1748,209.0,43329.0,7743,1925,621.0,193
mcguide02,27,6.0,155.0,5,5,2.0,1
mcguiji01,18,0.0,474.0,40,54,9.0,10
mcguijo01,68,0.0,1806.0,683,29,41.0,30
mcguimi01,9,3.0,122.0,5,5,0.0,0
mcguire01,59,48.0,1282.0,429,24,6.0,2
mcguiry01,300,131.0,4343.0,904,86,12.0,62
mcguito01,33,0.0,0.0,4,55,4.0,2
mcgunbi01,58,0.0,1404.0,70,39,11.0,2
mcgwima01,1791,1742.0,45300.0,14464,1073,112.0,1409
mchalbo01,11,0.0,231.0,19,2,3.0,2
mchalji01,19,18.0,480.0,30,2,1.0,0
mchaljo01,28,0.0,0.0,200,13,1.0,12
mchalma01,64,2.0,42.0,11,90,11.0,4
mchenau01,529,0.0,0.0,1128,81,51.0,13
mchenva01,14,5.0,168.0,8,18,4.0,6
mchugco01,210,119.0,2402.0,51,96,6.0,10
mcilrva01,1,0.0,0.0,0,0,0.0,0
mcilvir01,46,45.0,1182.0,71,6,4.0,0
mcilwst01,2,1.0,15.0,1,0,0.0,0
mcinnst01,2083,24.0,810.0,20120,1409,194.0,1328
mcintfr01,3,0.0,90.0,0,4,0.0,0
mcintha01,245,175.0,4563.0,48,439,32.0,16
mcintjo01,47,33.0,661.0,13,30,0.0,2
mcintma01,1039,780.0,23154.0,2037,133,81.0,31
mcintti01,56,20.0,703.0,143,13,2.0,7
mcivoot01,17,0.0,0.0,24,1,2.0,0
mcjamdo01,178,0.0,4083.0,36,307,35.0,7
mckaiar01,165,0.0,0.0,20,112,8.0,3
mckaiha01,103,0.0,0.0,12,117,8.0,4
mckaybr01,13,11.0,147.0,2,4,0.0,0
mckayco01,28,14.0,482.0,85,14,1.0,1
mckayda01,653,531.0,14763.0,1028,1483,86.0,277
mckayda02,26,0.0,80.0,0,1,0.0,0
mckayre01,1,0.0,0.0,0,1,0.0,0
mckeaed01,1664,0.0,43083.0,3140,4945,892.0,518
mckecbi01,796,59.0,1584.0,1626,1600,156.0,197
mckeefr01,6,0.0,87.0,1,1,4.0,0
mckeeji01,16,0.0,339.0,96,12,16.0,1
mckeeji02,17,1.0,96.0,0,4,2.0,0
mckeere01,150,0.0,0.0,516,165,33.0,14
mckeero01,5,0.0,0.0,1,4,0.0,0
mckeewa01,11,3.0,109.0,28,0,0.0,0
mckeiti01,10,0.0,0.0,1,6,0.0,0
mckeljo01,44,0.0,1230.0,40,13,29.0,2
mckelru01,67,0.0,1722.0,121,27,28.0,2
mckened01,40,0.0,765.0,124,46,35.0,5
mckenfr01,1,1.0,30.0,13,0,0.0,0
mckenki01,23,0.0,447.0,3,44,1.0,0
mckenli01,27,0.0,0.0,3,40,2.0,3
mckenmi01,255,222.0,6102.0,1607,114,21.0,4
mckenpa01,1,0.0,24.0,1,0,0.0,0
mckentr01,8,6.0,100.0,0,4,0.0,0
mckeoda01,78,0.0,1875.0,260,141,44.0,13
mckeojo01,43,0.0,162.0,6,2,0.0,0
mckeola01,130,0.0,3195.0,132,210,27.0,8
mckinal01,386,0.0,10023.0,3857,117,137.0,195
mckinbi01,116,97.0,2539.0,197,6,5.0,4
mckinbo01,2,0.0,15.0,0,0,1.0,0
mckinri01,242,186.0,5126.0,474,369,36.0,74
mckinza01,2,1.0,27.0,3,0,0.0,0
mckiran01,27,0.0,82.0,0,3,0.0,1
mcknije01,141,70.0,2178.0,308,155,14.0,40
mckniji01,18,10.0,297.0,17,22,3.0,6
mcknito01,21,21.0,367.0,5,19,1.0,3
mclaide01,280,264.0,5657.0,154,212,13.0,15
mclaned01,1,1.0,30.0,1,0,2.0,0
mclarar01,7,0.0,0.0,13,17,0.0,3
mclarpo01,39,0.0,0.0,208,55,8.0,8
mclauba01,181,0.0,4590.0,284,463,101.0,45
mclaubo01,156,21.0,939.0,25,41,3.0,5
mclauby01,129,35.0,1135.0,10,35,4.0,1
mclaufr01,116,0.0,2793.0,155,258,107.0,21
mclauja01,10,0.0,273.0,12,21,17.0,0
mclauji01,6,0.0,165.0,3,7,1.0,0
mclauji02,1,0.0,0.0,0,0,0.0,0
mclaujo01,250,12.0,1346.0,38,53,3.0,8
mclauju01,16,0.0,0.0,1,6,1.0,1
mclauki01,2,0.0,0.0,1,0,0.0,0
mclaupa01,12,0.0,0.0,1,4,1.0,0
mclaura01,6,4.0,129.0,14,0,2.0,0
mclauto01,344,0.0,8970.0,733,1013,224.0,117
mclauwa01,7,0.0,165.0,1,7,1.0,0
mcleaal01,4,0.0,0.0,0,0,0.0,0
mcleala01,798,429.0,11145.0,3346,915,121.0,119
mcleama01,12,2.0,87.0,1,2,1.0,0
mclelwa01,10,0.0,0.0,2,3,1.0,0
mclemma01,1808,1611.0,43099.0,3296,3778,148.0,896
mclemma02,29,0.0,105.0,1,0,0.0,0
mcleoji01,86,0.0,0.0,70,140,19.0,9
mcleora01,1,0.0,0.0,1,0,0.0,0
mclisca01,352,176.0,4049.0,131,302,11.0,27
mclouna01,900,789.0,21733.0,1780,23,17.0,8
mcmacsa01,2,0.0,33.0,1,6,0.0,0
mcmahdo01,1,1.0,27.0,1,2,1.0,0
mcmahdo02,874,2.0,3931.0,83,187,10.0,12
mcmahja01,52,0.0,1158.0,364,24,16.0,14
mcmahja02,34,9.0,225.0,3,14,0.0,1
mcmahry01,287,210.0,5785.0,664,511,27.0,156
mcmahsa01,327,0.0,7977.0,120,662,73.0,25
mcmakjo01,4,0.0,96.0,0,9,0.0,0
mcmanfr01,14,2.0,252.0,33,16,4.0,1
mcmanji01,3,3.0,81.0,29,1,0.0,1
mcmanjo01,1,0.0,0.0,0,1,0.0,0
mcmanma01,1801,0.0,0.0,4100,4512,315.0,774
mcmanpa01,2,0.0,63.0,2,5,0.0,0
mcmatji01,3,3.0,72.0,6,0,0.0,0
mcmicgr01,453,0.0,1570.0,34,80,5.0,6
mcmilbi01,139,96.0,2633.0,197,4,5.0,1
mcmilge01,10,0.0,267.0,11,1,3.0,0
mcmilno01,382,0.0,0.0,604,770,74.0,100
mcmilro01,2051,1609.0,41685.0,3722,6233,292.0,1311
mcmilto01,297,246.0,6648.0,563,845,127.0,94
mcmilto02,2,1.0,30.0,2,3,0.0,1
mcmulfr01,275,0.0,0.0,301,512,54.0,40
mcmulge01,4,0.0,96.0,2,6,5.0,0
mcmulhu01,62,0.0,0.0,121,22,8.0,3
mcmuljo01,251,137.0,6771.0,490,66,113.0,6
mcmulke01,1416,1291.0,34981.0,1769,2775,165.0,302
mcmurcr01,212,79.0,2003.0,44,148,9.0,12
mcnabed01,21,0.0,426.0,11,31,5.0,1
mcnaier01,1181,0.0,0.0,2132,3084,272.0,607
mcnalda01,424,396.0,8189.0,97,417,21.0,37
mcnalmi01,416,0.0,0.0,565,841,73.0,90
mcnambo01,9,0.0,0.0,5,5,0.0,0
mcnamdi01,6,0.0,0.0,17,0,0.0,0
mcnamge01,3,0.0,0.0,3,0,0.0,0
mcnamji01,34,23.0,647.0,143,8,1.0,1
mcnamti01,98,0.0,0.0,22,84,2.0,4
mcnaugo01,6,0.0,0.0,2,6,0.0,1
mcneaha01,12,0.0,255.0,2,15,2.0,0
mcnearu01,5,0.0,27.0,6,0,0.0,0
mcneeea01,609,0.0,0.0,1445,74,39.0,44
mcneeje01,13,11.0,303.0,22,0,2.0,0
mcneije01,270,224.0,5806.0,332,259,15.0,60
