playerID,p_W,p_L,p_G,p_GS,p_CG,p_SHO,p_SV,p_IPouts,p_H,p_ER,p_HR,p_BB,p_SO,p_ERA,p_WP,p_BK,p_BFP,p_GF,p_R
mitchdj01,0,0,4,0,0,0,0,14,7,2,1,3,2,3.86,1,0,24.0,3,2
mitchfr01,31,50,97,86,71,2,1,2155,806,327,16,303,216,35.11,34,5,3172.0,11,470
mitchjo02,9,14,51,37,1,0,0,720,272,116,14,93,107,18.35,13,1,1064.0,3,138
mitchla01,0,0,7,0,0,0,0,36,14,6,1,5,7,4.5,0,0,51.0,2,6
mitchmo01,2,4,10,6,3,1,2,125,57,30,0,22,8,6.48,0,0,197.0,2,35
mitchpa01,32,39,125,96,11,4,1,1864,673,307,76,191,277,41.3,12,2,2674.0,14,341
mitchro01,32,37,122,67,47,7,5,2026,734,257,14,177,204,29.02,14,1,2800.0,39,360
mitchwi01,84,92,276,190,93,16,4,4896,1464,522,14,605,921,43.57,48,6,6796.0,64,725
mitrese01,13,30,143,64,1,1,1,1364,525,263,54,151,265,55.86,22,1,2028.0,40,290
mizeca01,0,3,7,7,0,0,0,85,29,22,7,13,26,6.99,2,0,133.0,0,25
mizelvi01,90,88,268,230,61,15,0,4586,1434,654,143,680,918,47.13,19,4,6606.0,14,725
mlickda01,66,80,262,193,6,2,1,3698,1337,646,171,472,834,62.5,46,2,5468.0,20,709
mmahake01,0,2,4,2,0,0,0,23,13,11,2,8,3,12.91,0,0,44.0,1,12
mockga01,4,13,55,19,0,0,0,407,155,78,15,72,121,15.190000000000001,13,1,621.0,6,87
modakmi01,1,2,20,3,1,1,1,127,52,27,0,23,7,5.74,1,0,195.0,9,27
moehlbr01,84,107,332,252,11,6,1,4702,1834,837,199,454,859,72.19,25,3,6844.0,40,897
moellde01,1,3,15,4,0,0,0,103,50,32,7,18,19,16.92,2,3,171.0,4,37
moelljo01,26,36,166,74,4,1,7,1751,596,260,55,176,307,37.09,28,1,2504.0,38,308
moellro01,6,9,52,22,1,1,0,458,174,98,20,100,104,27.17,11,1,717.0,11,106
moffesa01,6,29,37,35,33,1,0,911,345,135,13,98,94,12.31,34,0,1353.0,2,250
moffira01,43,52,534,1,0,0,96,2344,766,317,61,286,455,50.97,32,1,3380.0,306,355
moforhe01,5,13,50,14,6,0,3,472,143,88,21,64,78,30.11,7,0,674.0,10,94
mogrige01,132,131,398,261,138,20,20,6797,2352,808,77,565,678,56.24,24,1,9568.0,101,1001
moharge01,0,1,15,1,0,0,0,128,41,10,0,8,14,5.63,2,0,176.0,9,22
mohlemi01,14,27,347,20,0,0,10,1251,428,231,45,232,281,59.93,21,2,1869.0,100,253
mohorda01,16,21,254,0,0,0,33,1091,378,141,37,99,174,21.349999999999998,13,6,1537.0,121,163
moisabi01,0,0,3,0,0,0,0,15,5,3,0,2,1,5.4,0,0,22.0,2,3
molesca01,0,2,4,3,1,0,0,48,33,26,1,15,7,14.63,2,0,98.0,1,34
molinga01,2,2,46,0,0,0,0,156,61,38,9,33,28,39.74,4,0,244.0,15,43
molledu01,0,0,4,0,0,0,0,25,12,4,0,5,8,4.32,2,0,42.0,1,4
mollsa01,0,0,11,0,0,0,0,20,13,8,2,3,7,10.8,0,0,35.0,1,8
molonri01,0,0,1,0,0,0,0,3,2,0,0,0,1,0.0,0,0,5.0,1,0
molynvi01,1,0,13,0,0,0,0,98,21,16,0,28,5,8.29,5,0,139.0,6,19
monahri01,0,0,4,0,0,0,0,32,11,5,0,7,2,4.22,3,0,47.0,2,5
monasca01,3,5,32,13,0,0,0,265,99,43,15,29,52,4.38,7,1,399.0,5,48
monbobi01,114,112,343,263,78,18,3,5885,1995,803,211,462,1122,44.54,20,5,8207.0,27,910
mongesi01,49,40,435,17,4,0,56,2292,708,300,79,356,471,52.62,34,6,3292.0,214,342
monroed01,1,0,10,1,1,0,1,92,36,12,1,8,13,7.95,2,0,133.0,9,17
monrola01,0,1,8,2,0,0,0,65,23,10,0,13,9,4.15,1,0,96.0,5,11
monroza01,4,2,24,6,1,0,1,184,60,23,10,29,19,8.66,0,0,265.0,12,31
montafr01,18,14,70,40,0,0,0,783,268,122,34,96,262,23.939999999999998,13,0,1132.0,8,137
montajo01,24,26,223,17,2,0,21,1640,595,289,57,226,260,47.54,24,6,2397.0,97,314
montara01,0,0,1,0,0,0,0,3,1,1,0,2,0,9.0,0,0,6.0,0,1
monteag01,1,0,11,0,0,0,0,42,15,8,3,2,7,5.14,2,0,59.0,6,10
monteau01,3,7,72,7,0,0,4,396,122,74,18,62,58,50.28,6,0,572.0,31,82
montejo01,90,83,298,244,32,11,5,4957,1604,650,135,513,1081,56.31,29,10,6983.0,17,728
montema01,0,0,12,0,0,0,0,49,13,7,2,6,15,3.86,1,0,68.0,2,7
montemi01,0,0,2,0,0,0,0,7,4,1,0,2,0,6.75,1,0,14.0,2,1
montera01,8,17,97,30,0,0,8,717,252,131,31,122,242,28.689999999999998,8,2,1068.0,29,138
montere01,3,7,46,11,5,0,2,505,221,120,11,95,93,19.3,1,1,806.0,22,127
monteri01,24,17,210,0,0,0,0,1060,344,152,43,119,212,38.68,5,8,1499.0,61,170
montgje01,46,52,700,1,0,0,304,2606,785,316,81,296,733,48.11,33,10,3637.0,549,347
montgjo01,13,10,47,46,0,0,0,692,220,106,32,72,219,19.36,10,1,977.0,0,113
montgmi01,23,34,183,70,2,2,3,1623,524,231,58,204,415,32.5,34,0,2308.0,41,252
montgmo01,6,3,12,10,1,1,0,233,71,24,2,20,36,5.15,0,0,312.0,2,26
montgst01,2,8,72,0,0,0,3,271,88,50,20,56,67,30.45,7,0,401.0,22,52
monzara01,16,21,106,32,8,1,1,950,330,154,43,134,201,30.55,6,0,1389.0,30,176
moodyer01,0,1,10,1,0,0,0,57,26,9,4,2,12,4.26,0,0,82.0,3,10
moonebi01,4,5,45,6,0,0,2,299,103,50,4,67,75,4.52,2,0,456.0,18,53
mooneji01,17,20,92,41,13,3,2,1068,426,168,23,133,116,16.25,7,0,1592.0,29,193
moonle01,0,0,1,0,0,0,0,17,11,7,0,7,1,11.12,0,0,36.0,1,8
moorean02,1,5,12,10,0,0,0,191,66,39,16,9,33,13.05,0,0,263.0,1,40
mooreba01,26,37,140,99,8,1,3,1799,577,277,58,300,278,25.77,26,1,2627.0,14,309
mooreba02,28,48,180,98,16,4,1,2155,704,361,80,365,496,38.39,28,10,3154.0,36,408
moorebi01,0,0,1,0,0,0,0,0,0,0,0,3,0,0.0,0,0,3.0,0,2
moorebo01,0,0,11,0,0,0,0,50,18,6,1,10,10,3.24,0,1,78.0,4,6
moorebr01,0,0,8,0,0,0,0,25,8,1,0,6,3,3.38,1,0,34.0,5,1
mooreca01,0,0,4,0,0,0,0,35,9,3,0,4,2,2.31,0,0,47.0,4,3
moorecy01,16,26,147,40,13,3,3,1399,547,252,29,168,181,24.369999999999997,8,2,2081.0,63,281
moorede01,0,0,2,1,0,0,0,21,3,0,0,2,3,0.0,0,0,27.0,1,1
mooredo01,43,40,416,4,0,0,89,1964,698,267,53,186,416,53.84,22,14,2793.0,229,308
mooredy01,0,0,1,0,0,0,0,3,5,4,0,2,0,36.0,0,0,10.0,1,4
mooreea01,163,154,388,326,230,34,6,8328,2474,856,57,1108,1403,49.41,78,0,11507.0,45,1231
mooreeu01,9,16,61,29,5,0,3,675,293,137,18,77,75,24.45,2,1,1056.0,15,155
moorege01,0,0,1,0,0,0,0,9,2,0,0,0,1,0.0,0,0,10.0,1,0
moorege02,2,2,10,3,0,0,1,102,40,18,1,21,17,26.03,1,1,162.0,7,22
mooreji01,2,4,46,10,3,0,1,418,147,70,4,49,29,20.08,2,0,613.0,21,78
moorema01,7,5,79,0,0,0,2,259,89,60,11,63,73,18.8,9,1,415.0,32,72
moorema02,54,56,181,151,1,1,0,2684,885,448,114,369,806,38.59,55,3,3895.0,11,480
mooremi01,161,176,450,440,79,16,2,8495,2858,1381,291,1156,1667,63.8,135,11,12203.0,6,1516
moorera02,63,59,365,105,24,5,46,3218,935,484,101,560,612,51.82,30,4,4611.0,148,522
moorero01,11,26,80,46,17,0,3,1220,476,225,11,239,154,25.78,13,0,1878.0,25,260
moorete01,0,0,1,0,0,0,0,3,0,0,0,0,1,0.0,0,0,4.0,1,0
mooreto01,2,4,42,3,0,0,0,265,100,53,6,49,40,30.630000000000003,7,0,409.0,17,62
mooretr01,3,10,23,19,0,0,0,301,140,65,12,40,60,22.89,4,1,476.0,1,73
moorety01,0,0,1,0,0,0,0,2,0,0,0,0,0,0.0,0,0,3.0,1,0
moorewh01,30,29,133,60,18,4,4,1540,450,214,25,292,228,29.62,9,1,2258.0,42,243
moorewi01,51,44,261,32,14,2,49,2073,732,284,25,232,204,27.74,14,2,3044.0,160,356
moorhbo01,0,3,47,7,0,0,0,359,134,60,13,47,68,8.93,10,0,526.0,14,76
moosebo01,76,71,289,160,35,13,19,3912,1308,507,75,387,827,38.85,25,6,5501.0,59,566
mootyja01,16,23,111,38,14,1,8,1301,434,194,33,194,145,27.68,20,2,1896.0,44,227
moragda01,0,0,4,0,0,0,0,8,10,12,1,2,2,82.8,1,0,22.0,2,12
moralfr01,23,30,305,47,0,0,11,1470,483,248,61,223,385,54.019999999999996,25,18,2152.0,68,267
moralke01,0,0,2,0,0,0,0,6,1,1,0,3,0,9.0,0,0,11.0,2,1
moralos01,0,0,1,0,0,0,0,1,1,0,0,0,0,0.0,1,0,2.0,1,0
moranbi03,1,3,15,5,0,0,0,139,57,24,5,23,17,4.66,0,0,221.0,1,27
moranbr01,2,0,17,0,0,0,0,33,12,8,2,8,17,16.53,0,0,55.0,2,8
moranch02,0,1,3,2,2,0,0,72,30,14,0,19,7,5.25,2,0,121.0,1,29
moranha01,23,17,73,41,21,4,2,1123,371,139,10,131,163,11.719999999999999,5,0,1532.0,23,181
moranhi01,1,1,7,2,1,0,0,69,22,10,3,12,4,4.5,0,1,100.0,1,10
moransa01,2,4,10,6,6,0,0,188,78,52,2,51,19,7.47,7,0,314.0,4,63
morefo01,2,10,25,6,4,0,0,296,95,52,0,40,27,9.48,5,0,407.0,14,80
morehda01,40,64,177,134,19,6,1,2458,730,378,78,463,627,34.44,41,1,3608.0,15,430
morehse01,5,19,132,24,3,0,5,955,357,170,34,110,184,34.65,7,5,1407.0,38,190
morejad01,2,2,14,6,0,0,0,82,35,19,8,7,34,14.790000000000001,0,0,121.0,1,20
morelmi01,0,0,2,0,0,0,0,6,2,0,0,0,1,0.0,0,0,8.0,2,0
morelra01,2,2,42,0,0,0,0,179,77,33,7,28,32,17.810000000000002,1,1,274.0,9,35
morenan01,4,10,21,12,3,0,1,242,82,36,9,37,34,7.61,3,0,349.0,3,41
morendi01,1,1,9,0,0,0,0,48,15,9,2,5,14,9.99,1,0,71.0,4,10
morened01,1,3,19,0,0,0,0,67,28,12,3,15,15,4.84,0,0,108.0,5,13
morenju01,18,22,73,45,14,0,2,1010,349,159,31,157,119,16.29,3,1,1483.0,15,181
morenju02,3,3,49,0,0,0,0,142,28,23,7,38,39,11.42,5,3,207.0,7,27
morenle01,48,57,141,105,62,10,3,2646,797,289,17,331,356,29.66,24,1,3573.0,30,394
morenor01,3,1,47,0,0,0,1,152,43,25,2,20,41,16.89,2,1,216.0,15,29
moretro01,47,27,168,82,24,5,12,2170,656,294,61,339,408,33.91,26,2,3094.0,37,322
moreyda01,0,0,2,0,0,0,0,12,2,2,0,2,1,4.5,0,0,14.0,2,2
morgaad01,13,27,199,36,0,0,1,1033,363,185,59,102,302,27.950000000000003,8,2,1480.0,20,198
morgacy01,78,78,210,172,107,15,3,4336,1180,403,18,578,667,49.4,59,5,5818.0,31,586
morgacy02,1,1,19,0,0,0,1,95,45,26,0,19,8,33.53,0,0,154.0,12,32
morgami01,141,186,597,411,46,10,8,8317,2943,1303,270,938,1403,121.4,105,5,11872.0,56,1431
morgapi01,1,3,7,4,4,1,0,126,40,6,0,1,7,1.29,2,0,190.0,2,40
morgato01,67,47,443,61,18,7,64,3070,1040,410,95,300,364,48.47,12,3,4293.0,204,467
moriage01,0,2,3,2,2,0,0,47,19,10,0,8,5,14.27,2,0,79.0,1,16
morilju01,0,0,9,1,0,0,0,32,15,16,5,7,8,48.07,0,0,56.0,4,16
morimsh01,0,0,2,0,0,0,0,14,9,6,2,5,5,11.57,0,0,27.0,0,6
morinmi01,12,11,241,0,0,0,2,686,221,116,21,60,194,44.21,6,1,957.0,50,129
morlajo01,2,5,49,7,1,0,0,318,96,49,6,71,61,8.24,10,2,478.0,10,55
mormaal01,6,7,176,0,0,0,3,428,161,76,21,75,98,25.33,7,1,652.0,26,81
morogda01,0,1,22,0,0,0,1,113,39,10,1,10,15,2.39,1,0,160.0,8,10
moronji01,2,6,25,8,5,0,2,278,96,38,2,40,29,12.03,6,0,393.0,10,53
moronre01,8,9,132,0,0,0,1,385,81,38,9,73,160,8.05,8,0,537.0,15,41
morrebi01,8,6,48,9,3,0,2,431,172,74,9,57,35,10.79,1,1,638.0,15,83
morriaj01,0,0,7,0,0,0,0,30,9,7,2,8,9,6.3,0,0,47.0,3,7
morriak01,0,0,18,0,0,0,0,66,27,15,4,15,16,74.52,1,0,105.0,13,15
morribi01,3,1,13,4,2,0,0,153,46,19,0,29,28,12.43,1,0,227.0,8,30
morribr01,20,12,231,0,0,0,1,708,223,82,22,101,168,22.35,18,1,1007.0,59,93
morribu01,0,5,10,5,1,0,0,101,42,25,3,29,5,23.88,0,0,168.0,3,31
morrida01,0,2,6,3,0,0,0,48,16,5,1,8,7,6.75,2,0,72.0,1,9
morrie01,0,0,1,0,0,0,0,3,2,1,0,2,0,9.0,2,0,7.0,0,2
morried01,171,122,311,307,297,29,1,8034,2468,838,42,498,1217,22.59,112,7,11073.0,4,1312
morried02,42,45,140,78,43,2,6,2022,702,314,20,293,256,25.11,10,1,3016.0,39,375
morrifr01,1,3,6,5,5,0,0,133,45,11,0,10,14,4.33,0,0,186.0,1,17
morrigu01,1,2,12,3,1,0,0,112,44,21,2,18,6,16.46,4,0,174.0,6,26
morriha01,3,4,7,7,5,0,0,171,79,48,2,27,13,7.58,7,0,285.0,0,73
morrija02,254,186,549,527,175,28,0,11472,3567,1657,389,1390,2478,72.13,206,27,16120.0,10,1815
morriji01,0,0,3,0,0,0,0,11,3,0,0,2,1,0.0,0,0,16.0,3,0
morriji02,0,0,21,0,0,0,0,45,13,8,2,9,13,10.14,1,0,69.0,6,12
morrijo01,1,2,18,2,2,0,3,176,75,28,0,12,22,17.39,6,0,261.0,13,46
morrijo04,103,80,297,164,90,13,23,4605,1574,622,57,506,546,34.93,30,1,6524.0,95,737
morrijo06,11,7,132,10,2,0,2,697,227,102,19,86,137,37.71,18,2,997.0,41,117
morrima01,121,92,307,276,23,8,4,5418,1867,799,175,509,1214,53.56,30,9,7669.0,12,889
morrimi01,20,39,65,62,55,1,0,1514,571,288,20,325,254,20.01,94,1,2415.0,4,508
morriph01,0,0,1,0,0,0,0,2,1,0,0,0,1,0.0,0,0,3.0,1,0
morrobr01,51,43,334,113,4,4,40,2577,761,378,88,368,877,43.269999999999996,40,2,3653.0,95,406
mortecl01,6,11,74,13,0,0,0,502,167,87,26,74,112,30.72,8,0,733.0,22,102
mortoca01,87,92,255,242,51,13,1,4946,1753,684,120,565,650,31.15,18,9,7113.0,4,776
mortoch01,0,1,3,1,1,0,0,70,18,8,0,5,7,3.09,0,0,92.0,2,14
mortoch02,93,89,259,258,3,2,0,4318,1402,653,122,518,1276,57.230000000000004,54,5,6200.0,0,728
mortogu01,98,88,317,185,82,19,6,4889,1520,567,27,583,830,38.28,35,5,6750.0,79,747
mortoke01,6,5,16,15,1,0,0,259,93,44,9,40,45,4.59,1,1,379.0,0,49
mortosp01,0,2,2,2,2,0,0,51,16,10,0,11,5,5.29,4,0,83.0,0,20
moscogu01,13,14,70,26,0,0,0,668,206,106,28,86,166,44.81,14,1,956.0,11,119
moscojo01,1,4,8,8,0,0,0,99,37,25,12,15,16,12.649999999999999,1,0,155.0,0,28
mosebro01,0,0,3,0,0,0,0,7,4,2,0,3,2,7.71,1,0,15.0,1,3
moseldu01,15,21,101,53,0,0,0,1075,397,186,43,117,199,41.75,10,2,1543.0,17,202
moselea01,49,48,136,100,65,12,3,2567,775,286,13,340,469,12.4,28,0,3471.0,26,367
moserwa01,0,7,14,9,5,0,0,212,97,36,0,30,30,29.200000000000003,5,0,322.0,2,75
mosesjo01,0,0,3,0,0,0,0,9,5,3,0,3,0,13.5,1,0,16.0,3,3
moskapa01,32,27,148,92,7,4,5,1901,650,297,67,243,374,31.93,25,15,2727.0,13,315
moskoda01,1,1,31,0,0,0,0,73,29,8,0,9,11,2.96,0,0,110.0,6,11
mosolji01,0,0,1,0,0,0,0,1,1,1,0,0,1,27.0,0,0,2.0,1,1
mossda01,22,19,74,61,0,0,0,1085,340,181,47,195,204,34.22,27,5,1589.0,6,200
mossido01,101,80,460,165,55,8,50,4644,1493,590,156,385,932,40.370000000000005,12,6,6464.0,148,672
mossma01,0,0,12,1,0,0,1,56,18,13,0,14,4,6.27,0,0,87.0,2,13
mossoea01,0,0,3,0,0,0,0,5,2,6,1,7,1,32.4,0,0,13.0,0,6
mossra01,22,18,112,42,13,3,2,1248,474,229,29,189,109,31.9,4,1,1887.0,28,272
motada01,0,0,4,0,0,0,0,16,10,5,1,1,3,8.44,1,0,28.0,3,5
motagu01,39,45,743,0,0,0,10,2570,762,375,90,331,696,65.85,32,4,3604.0,212,396
motteja01,27,15,444,0,0,0,60,1193,334,146,49,125,375,29.89,8,1,1630.0,162,158
motteta01,0,0,2,0,0,0,0,4,2,1,1,1,1,9.0,0,0,8.0,2,1
mouldgl01,7,8,66,11,0,0,4,482,188,93,13,98,50,14.73,5,1,745.0,37,105
mouncto01,1,5,11,11,0,0,0,152,65,40,9,25,30,7.11,1,0,238.0,0,42
mountbi01,31,24,57,57,56,5,0,1511,504,182,11,110,164,13.77,43,0,2155.0,0,288
mountfr01,58,83,143,142,137,9,1,3647,1273,469,23,309,383,39.65,88,0,5343.0,1,812
moyaga01,3,1,42,6,0,0,1,128,40,22,8,15,36,8.969999999999999,1,1,185.0,10,22
moyered01,0,3,6,3,2,0,0,75,22,9,1,13,3,3.24,1,1,103.0,2,15
moyerja01,269,209,696,638,33,10,0,12222,4231,1926,522,1155,2441,118.99,57,12,17356.0,15,2076
moylape01,24,10,499,0,0,0,4,1256,370,144,30,180,324,40.35,14,1,1768.0,74,170
mroziro01,1,3,37,5,1,0,1,247,87,49,12,44,44,11.05,2,0,370.0,17,52
mudroph01,0,0,1,0,0,0,0,3,2,1,0,0,0,9.0,0,1,5.0,1,1
muellgo01,0,0,8,0,0,0,0,21,11,8,1,13,1,10.29,0,0,45.0,1,8
muellle01,6,8,30,18,6,2,1,443,126,62,9,68,50,8.53,1,1,627.0,3,72
muellwi01,1,0,6,0,0,0,0,44,20,10,1,6,7,10.89,0,0,71.0,2,12
muffebi01,16,23,125,32,7,1,15,1129,407,181,38,132,188,30.490000000000002,7,0,1653.0,52,213
muichjo01,0,0,3,0,0,0,0,27,19,11,1,5,1,11.0,1,0,50.0,2,12
muirjo01,2,5,21,6,1,0,0,156,53,30,5,25,22,9.07,1,0,234.0,4,34
mujiced01,24,28,499,4,0,0,50,1659,562,241,80,89,430,59.989999999999995,9,5,2254.0,180,257
mujicjo01,0,0,2,0,0,0,0,13,10,6,2,2,1,12.46,0,0,23.0,1,7
mulcahu01,45,89,220,143,63,5,9,3485,1271,579,69,487,314,38.6,36,4,5161.0,48,695
muldema01,103,60,205,203,25,10,0,3942,1352,611,141,412,834,53.769999999999996,47,1,5562.0,1,657
mulhote01,124,142,685,332,46,10,5,7727,2833,1262,293,681,1325,123.56,64,3,11060.0,128,1396
mullato01,284,220,555,504,468,30,15,13594,4195,1537,97,1408,1803,55.14,343,3,19407.0,52,2523
mulleco01,0,0,3,0,0,0,0,9,0,1,0,4,4,3.0,0,0,14.0,1,1
mullesc01,4,5,75,1,0,0,0,203,76,35,9,35,35,37.620000000000005,2,0,313.0,17,38
mullidi01,3,3,25,6,2,0,1,243,82,40,1,39,23,21.119999999999997,2,1,356.0,12,43
mullige01,228,196,487,428,353,35,8,11060,3518,1156,42,1238,1482,47.32,85,1,15301.0,51,1636
mulligr01,0,0,2,0,0,0,0,3,1,0,0,0,1,0.0,0,0,5.0,1,0
mullijo02,1,0,14,2,1,0,0,134,46,18,1,27,13,3.63,0,0,198.0,5,21
mulredo01,2,8,12,10,3,0,0,168,84,45,2,36,10,7.23,1,0,279.0,1,52
mulrofr01,0,1,2,0,0,0,0,9,3,1,0,0,2,3.0,0,0,12.0,2,2
mulveke01,0,3,10,4,0,0,0,82,34,24,7,14,19,40.04,1,0,131.0,2,24
muncrbo01,80,82,288,165,67,11,9,4204,1503,592,108,392,525,69.39,19,1,5968.0,72,669
mungere01,77,56,273,161,54,13,12,3686,1243,523,86,500,564,53.26,17,1,5287.0,51,574
mungova01,120,115,364,259,123,20,16,6339,1957,815,89,868,1242,49.93,52,5,9033.0,61,957
munizca01,1,1,20,0,0,0,0,77,25,16,4,9,18,13.11,2,0,110.0,9,16
munizma01,0,1,5,0,0,0,0,31,9,8,2,8,6,6.97,0,0,48.0,1,8
munnisc01,0,0,4,0,0,0,0,18,8,3,0,5,2,4.5,1,0,31.0,0,3
munnsle01,4,13,61,15,4,0,2,545,203,96,14,105,58,13.26,10,0,826.0,23,132
munozan01,1,1,22,0,0,0,1,69,16,10,2,11,30,3.91,1,1,97.0,3,10
munozar01,0,1,24,1,0,0,0,59,26,20,6,19,14,16.8,2,0,107.0,3,20
munozbo01,11,22,100,38,1,0,1,835,324,160,30,119,153,45.35,12,3,1260.0,23,181
munozmi01,18,20,453,0,0,0,11,1093,408,210,34,174,240,88.63,18,0,1633.0,109,227
munozos01,2,1,10,3,0,0,0,106,40,22,6,17,25,5.6,0,0,164.0,4,28
munrope01,13,19,120,40,0,0,0,946,380,171,31,114,189,25.369999999999997,9,0,1419.0,20,186
muntesc01,3,2,84,0,0,0,0,216,84,38,2,34,22,15.52,1,0,315.0,23,42
murakma01,5,1,54,1,0,0,9,268,65,34,10,23,100,5.55,3,1,357.0,21,34
murast01,30,39,167,83,12,2,5,1898,627,281,46,289,360,35.34,23,3,2739.0,35,311
muratto01,0,1,1,1,0,0,0,10,4,3,2,1,2,8.1,0,0,16.0,0,5
murchti01,0,0,3,0,0,0,0,18,3,0,0,6,2,0.0,0,0,24.0,2,1
murffre01,2,2,26,2,0,0,3,151,56,26,6,18,31,9.29,0,0,218.0,12,28
murphbi02,0,0,18,0,0,0,0,53,13,8,1,15,8,8.86,2,0,79.0,4,8
murphbo01,4,9,15,14,11,0,0,342,144,72,6,56,34,11.219999999999999,3,0,542.0,1,112
murphco01,4,13,23,17,14,0,2,495,205,93,3,88,39,11.370000000000001,13,0,797.0,6,168
murphda04,4,4,68,0,0,0,9,336,110,58,13,59,58,7.7,7,1,493.0,39,63
murphda06,0,0,7,0,0,0,0,19,6,4,1,4,1,5.68,0,0,30.0,2,6
murphda07,0,0,2,0,0,0,0,4,3,0,1,1,1,0.0,0,0,10.0,2,5
murphed01,25,25,68,53,39,1,1,1395,537,188,17,111,103,15.629999999999999,9,0,1987.0,14,276
murphjo01,5,12,21,16,15,0,0,479,193,64,6,11,73,6.87,5,0,700.0,5,126
murphjo02,4,7,11,11,10,0,0,285,113,63,3,44,30,21.93,18,0,450.0,0,87
murphjo04,93,53,415,40,17,0,107,3135,985,406,52,444,378,57.38,15,0,4471.0,293,464
murphjr01,0,0,3,0,0,0,0,12,10,9,3,3,0,27.0,0,0,25.0,3,9
murphpa02,0,0,4,0,0,0,0,18,6,1,0,2,5,1.5,0,0,25.0,2,1
murphro01,32,38,597,0,0,0,30,1870,598,252,54,247,520,76.22,37,1,2659.0,181,277
murphto02,68,101,439,147,22,3,59,4332,1425,606,123,493,621,63.63,67,2,6091.0,204,664
murphto04,0,0,3,0,0,0,0,9,1,2,0,1,2,6.0,0,0,11.0,3,2
murphwa01,0,0,2,0,0,0,0,6,4,2,0,1,0,9.0,0,0,10.0,2,2
murraaj01,2,2,16,4,0,0,0,107,37,17,6,18,23,8.02,0,0,161.0,6,19
murraam01,0,0,4,1,0,0,0,33,15,5,1,3,2,4.09,0,0,51.0,1,5
murraco01,1,2,32,0,0,0,0,118,45,27,8,15,40,12.120000000000001,6,0,179.0,10,27
murrada01,53,50,518,1,0,0,60,2707,976,386,40,329,400,79.88,32,6,3912.0,289,448
murrada02,0,0,15,0,0,0,0,89,33,19,11,16,25,24.64,3,0,137.0,4,21
murrage01,20,26,110,42,10,0,0,1249,450,249,17,199,114,35.95,9,1,1884.0,36,282
murrahe01,2,15,88,15,0,0,0,476,204,113,24,94,94,26.55,4,2,752.0,14,116
murraji02,0,0,4,0,0,0,1,18,8,3,0,3,3,4.5,0,0,28.0,4,3
murrajo01,0,3,8,2,0,0,0,90,34,19,1,21,8,5.7,1,0,143.0,3,20
murrama01,0,3,6,2,0,0,0,42,21,15,4,8,4,25.65,0,0,70.0,1,18
murrapa01,0,2,8,2,1,0,0,103,50,24,0,12,11,6.29,0,1,164.0,6,28
musgrde01,0,0,5,1,0,0,0,48,11,1,0,7,11,0.56,2,0,65.0,0,2
musgrha01,2,3,45,0,0,0,0,164,45,27,7,29,44,8.23,3,1,232.0,12,27
musgrjo01,29,38,108,83,0,0,2,1490,490,239,65,122,465,21.189999999999998,12,0,2088.0,6,258
musiast01,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1.0,0,0
musseje01,23,15,142,19,0,0,3,746,249,119,18,123,125,36.81,13,5,1085.0,25,132
mussene01,0,1,18,0,0,0,0,77,32,12,5,15,19,4.38,2,0,119.0,4,13
mussepa01,0,2,12,6,1,0,2,121,42,15,0,24,24,6.73,1,0,173.0,2,23
mussero01,4,2,48,4,0,0,1,268,95,37,6,40,47,10.03,3,1,398.0,21,42
mussiba01,0,1,16,0,0,0,0,58,20,13,1,13,5,6.05,0,0,92.0,8,16
mussimi01,270,153,537,536,57,23,0,10688,3460,1458,376,785,2813,66.64,71,1,14593.0,0,1559
mustaal01,0,1,6,1,0,0,0,45,15,15,1,15,6,9.0,1,0,76.0,3,18
mutisje01,4,11,58,18,1,1,0,429,191,103,25,61,73,32.39,4,1,673.0,8,111
myersbr01,97,96,381,252,12,3,40,5130,1725,807,247,556,1379,57.81,42,5,7307.0,82,864
myersel01,55,72,185,127,78,8,7,3306,1148,497,30,440,428,45.69,33,2,4747.0,38,625
myershe01,0,2,6,2,1,0,0,78,30,19,2,4,7,6.58,0,0,115.0,2,28
myersji01,0,0,11,0,0,0,0,42,18,11,4,3,6,7.07,1,0,64.0,5,13
myersjo01,0,0,1,1,1,0,0,15,3,2,0,3,5,3.6,0,0,21.0,0,3
myersmi01,25,24,883,0,0,0,14,1625,525,258,58,256,429,73.56,10,2,2385.0,195,278
myersra01,44,63,728,12,1,0,347,2654,758,314,69,396,884,48.73,32,2,3744.0,548,338
myersro01,7,5,167,1,0,0,1,719,265,135,28,110,161,43.79,12,1,1070.0,43,151
myettaa01,6,12,47,30,0,0,0,463,185,140,26,106,134,55.46,9,0,761.0,7,144
myricbo01,3,6,82,5,0,0,2,419,138,54,10,59,73,10.14,2,0,595.0,34,62
nabhoch01,37,35,141,100,4,2,0,1835,542,268,41,278,405,37.36,24,3,2588.0,7,289
naborja01,1,25,52,37,13,0,1,809,266,116,3,131,94,11.97,6,0,1113.0,11,156
nagelbi01,0,0,1,0,0,0,0,9,7,4,1,1,0,12.0,0,0,18.0,1,5
nageocl01,1,6,16,5,0,0,0,125,56,36,4,30,26,41.11,3,0,211.0,4,37
nagleju01,5,3,13,4,1,0,1,163,60,21,5,12,23,6.95,1,0,218.0,7,31
